SMILES,RT,Column,TempProgram,FlowRate,compound_name,compound_class,column_id,carrier_gas,version,dataset
CCCCCCO,13.4,ZB-5,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,7,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,13.21,DB-1,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,8,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,17.18,DB-5,50-280C at 8C/min,1.0,1-Hexanol,Alcohol,3,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,7.5,DB-5,60-300C at 15C/min,1.2,1-Hexanol,Alcohol,2,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,16.58,DB-17,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,12.22,HP-5MS,40-300C at 12C/min,1.0,1-Hexanol,Alcohol,5,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,13.35,DB-5,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,1,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,13.99,HP-5MS,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,4,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,17.08,DB-17,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CCCCCCO,14.44,BPX5,60-280C at 10C/min,1.0,1-Hexanol,Alcohol,20,Helium,v3_2000,synthetic_v3_2000
CC(C)O,5.65,HP-5MS,40-300C at 12C/min,1.0,2-Propanol,Alcohol,5,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.73,Rtx-35,60-280C at 10C/min,1.0,2-Propanol,Alcohol,16,Helium,v3_2000,synthetic_v3_2000
CC(C)O,6.8,Rtx-5,60-280C at 10C/min,1.0,2-Propanol,Alcohol,6,Helium,v3_2000,synthetic_v3_2000
CC(C)O,6.46,DB-1,60-280C at 10C/min,1.0,2-Propanol,Alcohol,8,Helium,v3_2000,synthetic_v3_2000
CC(C)O,8.53,Rtx-624,40-250C at 10C/min,1.0,2-Propanol,Alcohol,18,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)O,6.29,SPB-1,60-280C at 10C/min,1.0,2-Propanol,Alcohol,12,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.85,DB-17,60-280C at 10C/min,1.0,2-Propanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)O,3.5,DB-1,50-300C at 15C/min,1.2,2-Propanol,Alcohol,9,Helium,v3_2000,synthetic_v3_2000
CC(C)O,6.31,Rtx-1,60-280C at 10C/min,1.0,2-Propanol,Alcohol,13,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.69,DB-17,60-280C at 10C/min,1.0,2-Propanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)O,8.93,DB-WAX,60-250C at 10C/min,1.0,2-Propanol,Alcohol,10,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.29,Rtx-35,60-280C at 10C/min,1.0,2-Propanol,Alcohol,16,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.22,ZB-5,60-280C at 10C/min,1.0,2-Propanol,Alcohol,7,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.79,DB-624,40-250C at 10C/min,1.0,2-Propanol,Alcohol,17,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)O,6.73,ZB-5,60-280C at 10C/min,1.0,2-Propanol,Alcohol,7,Helium,v3_2000,synthetic_v3_2000
CC(C)O,7.31,DB-35,60-280C at 10C/min,1.0,2-Propanol,Alcohol,14,Helium,v3_2000,synthetic_v3_2000
CC(C)O,8.38,DB-17,60-280C at 10C/min,1.0,2-Propanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)O,6.86,ZB-5,60-280C at 10C/min,1.0,2-Propanol,Alcohol,7,Helium,v3_2000,synthetic_v3_2000
CC(C)O,3.77,DB-1,50-300C at 15C/min,1.2,2-Propanol,Alcohol,9,Helium,v3_2000,synthetic_v3_2000
CC(C)O,2.93,DB-VRX,40-260C at 15C/min,1.5,2-Propanol,Alcohol,19,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,9.59,Rtx-35,60-280C at 10C/min,1.0,2-Butanol,Alcohol,16,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,8.54,Rtx-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,13,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,11.97,DB-WAX,60-250C at 10C/min,1.0,2-Butanol,Alcohol,10,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,7.73,SPB-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,12,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,4.58,DB-5,60-300C at 15C/min,1.2,2-Butanol,Alcohol,2,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,11.18,DB-5,50-280C at 8C/min,1.0,2-Butanol,Alcohol,3,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,12.07,DB-WAX,60-250C at 10C/min,1.0,2-Butanol,Alcohol,10,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,5.23,DB-5,60-300C at 15C/min,1.2,2-Butanol,Alcohol,2,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,7.94,Rtx-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,13,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,8.9,Rtx-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,13,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,10.76,Rtx-624,40-250C at 10C/min,1.0,2-Butanol,Alcohol,18,Nitrogen,v3_2000,synthetic_v3_2000
CCC(C)O,10.85,DB-5,50-280C at 8C/min,1.0,2-Butanol,Alcohol,3,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,8.79,ZB-5,60-280C at 10C/min,1.0,2-Butanol,Alcohol,7,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,10.39,DB-35,60-280C at 10C/min,1.0,2-Butanol,Alcohol,14,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,9.2,BPX5,60-280C at 10C/min,1.0,2-Butanol,Alcohol,20,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,10.92,DB-624,40-250C at 10C/min,1.0,2-Butanol,Alcohol,17,Nitrogen,v3_2000,synthetic_v3_2000
CCC(C)O,8.73,SPB-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,12,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,10.45,Rtx-35,60-280C at 10C/min,1.0,2-Butanol,Alcohol,16,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,8.58,SPB-1,60-280C at 10C/min,1.0,2-Butanol,Alcohol,12,Helium,v3_2000,synthetic_v3_2000
CCC(C)O,10.47,DB-17,60-280C at 10C/min,1.0,2-Butanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,8.19,DB-1,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,8,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,8.27,BPX5,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,20,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,4.26,DB-VRX,40-260C at 15C/min,1.5,tert-Butanol,Alcohol,19,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,8.78,Rtx-1,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,13,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,9.82,DB-35,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,14,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,11.2,DB-WAX,60-250C at 10C/min,1.0,tert-Butanol,Alcohol,10,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,13.77,DB-WAX,40-240C at 8C/min,1.0,tert-Butanol,Alcohol,11,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,4.71,DB-5,60-300C at 15C/min,1.2,tert-Butanol,Alcohol,2,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,5.18,DB-1,50-300C at 15C/min,1.2,tert-Butanol,Alcohol,9,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,11.03,DB-624,40-250C at 10C/min,1.0,tert-Butanol,Alcohol,17,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)(C)O,10.51,DB-5,50-280C at 8C/min,1.0,tert-Butanol,Alcohol,3,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,8.85,Rtx-5,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,6,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,7.18,HP-5MS,40-300C at 12C/min,1.0,tert-Butanol,Alcohol,5,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,7.53,HP-5MS,40-300C at 12C/min,1.0,tert-Butanol,Alcohol,5,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,10.37,DB-17,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,11.11,DB-624,40-250C at 10C/min,1.0,tert-Butanol,Alcohol,17,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)(C)O,4.44,DB-1,50-300C at 15C/min,1.2,tert-Butanol,Alcohol,9,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,11.03,DB-5,50-280C at 8C/min,1.0,tert-Butanol,Alcohol,3,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,8.01,BPX5,60-280C at 10C/min,1.0,tert-Butanol,Alcohol,20,Helium,v3_2000,synthetic_v3_2000
CC(C)(C)O,9.87,DB-624,40-250C at 10C/min,1.0,tert-Butanol,Alcohol,17,Nitrogen,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.4,DB-1,60-280C at 10C/min,1.0,Phenol,Phenol,8,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,11.21,HP-5MS,40-300C at 12C/min,1.0,Phenol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,15.52,Rtx-35,60-280C at 10C/min,1.0,Phenol,Phenol,16,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,17.35,Rtx-624,40-250C at 10C/min,1.0,Phenol,Phenol,18,Nitrogen,v3_2000,synthetic_v3_2000
Oc1ccccc1,14.26,Rtx-5,60-280C at 10C/min,1.0,Phenol,Phenol,6,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,11.71,HP-5MS,40-300C at 12C/min,1.0,Phenol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,15.88,Rtx-35,60-280C at 10C/min,1.0,Phenol,Phenol,16,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.78,Rtx-1,60-280C at 10C/min,1.0,Phenol,Phenol,13,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,12.21,HP-5MS,40-300C at 12C/min,1.0,Phenol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.44,Rtx-1,60-280C at 10C/min,1.0,Phenol,Phenol,13,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,16.3,DB-624,40-250C at 10C/min,1.0,Phenol,Phenol,17,Nitrogen,v3_2000,synthetic_v3_2000
Oc1ccccc1,16.56,Rtx-624,40-250C at 10C/min,1.0,Phenol,Phenol,18,Nitrogen,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.8,DB-1,60-280C at 10C/min,1.0,Phenol,Phenol,8,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,12.49,Rtx-1,60-280C at 10C/min,1.0,Phenol,Phenol,13,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,6.51,DB-VRX,40-260C at 15C/min,1.5,Phenol,Phenol,19,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,16.79,DB-5,50-280C at 8C/min,1.0,Phenol,Phenol,3,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.04,DB-1,60-280C at 10C/min,1.0,Phenol,Phenol,8,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,8.1,DB-5,60-300C at 15C/min,1.2,Phenol,Phenol,2,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.14,DB-1,60-280C at 10C/min,1.0,Phenol,Phenol,8,Helium,v3_2000,synthetic_v3_2000
Oc1ccccc1,13.05,Rtx-1,60-280C at 10C/min,1.0,Phenol,Phenol,13,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,19.38,DB-624,40-250C at 10C/min,1.0,o-Cresol,Phenol,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1O,15.51,DB-1,60-280C at 10C/min,1.0,o-Cresol,Phenol,8,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,8.35,DB-5,60-300C at 15C/min,1.2,o-Cresol,Phenol,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,14.76,Rtx-1,60-280C at 10C/min,1.0,o-Cresol,Phenol,13,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,21.42,DB-5,50-280C at 8C/min,1.0,o-Cresol,Phenol,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,16.49,Rtx-35,60-280C at 10C/min,1.0,o-Cresol,Phenol,16,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,14.24,Rtx-5,60-280C at 10C/min,1.0,o-Cresol,Phenol,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,7.77,DB-VRX,40-260C at 15C/min,1.5,o-Cresol,Phenol,19,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,16.45,ZB-5,60-280C at 10C/min,1.0,o-Cresol,Phenol,7,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,19.78,DB-WAX,60-250C at 10C/min,1.0,o-Cresol,Phenol,10,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,8.17,DB-1,50-300C at 15C/min,1.2,o-Cresol,Phenol,9,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,8.12,DB-5,60-300C at 15C/min,1.2,o-Cresol,Phenol,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,17.98,DB-17,60-280C at 10C/min,1.0,o-Cresol,Phenol,15,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,13.73,HP-5MS,40-300C at 12C/min,1.0,o-Cresol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,15.14,HP-5MS,60-280C at 10C/min,1.0,o-Cresol,Phenol,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,16.25,BPX5,60-280C at 10C/min,1.0,o-Cresol,Phenol,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,15.93,HP-5MS,60-280C at 10C/min,1.0,o-Cresol,Phenol,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,19.22,Rtx-624,40-250C at 10C/min,1.0,o-Cresol,Phenol,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccccc1O,15.19,HP-5MS,60-280C at 10C/min,1.0,o-Cresol,Phenol,4,Helium,v3_2000,synthetic_v3_2000
Cc1ccccc1O,18.35,DB-624,40-250C at 10C/min,1.0,o-Cresol,Phenol,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,21.91,DB-5,50-280C at 8C/min,1.0,p-Cresol,Phenol,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,17.13,DB-624,40-250C at 10C/min,1.0,p-Cresol,Phenol,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,14.48,SPB-1,60-280C at 10C/min,1.0,p-Cresol,Phenol,12,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,17.47,DB-17,60-280C at 10C/min,1.0,p-Cresol,Phenol,15,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,18.52,Rtx-35,60-280C at 10C/min,1.0,p-Cresol,Phenol,16,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,11.36,HP-5MS,40-300C at 12C/min,1.0,p-Cresol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,15.97,BPX5,60-280C at 10C/min,1.0,p-Cresol,Phenol,20,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,15.37,Rtx-5,60-280C at 10C/min,1.0,p-Cresol,Phenol,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,7.86,DB-VRX,40-260C at 15C/min,1.5,p-Cresol,Phenol,19,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,13.95,HP-5MS,40-300C at 12C/min,1.0,p-Cresol,Phenol,5,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,19.81,DB-5,50-280C at 8C/min,1.0,p-Cresol,Phenol,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,14.34,DB-5,60-280C at 10C/min,1.0,p-Cresol,Phenol,1,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,15.12,Rtx-5,60-280C at 10C/min,1.0,p-Cresol,Phenol,6,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,17.49,DB-17,60-280C at 10C/min,1.0,p-Cresol,Phenol,15,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,8.07,DB-5,60-300C at 15C/min,1.2,p-Cresol,Phenol,2,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,20.58,DB-5,50-280C at 8C/min,1.0,p-Cresol,Phenol,3,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,17.32,DB-624,40-250C at 10C/min,1.0,p-Cresol,Phenol,17,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,16.24,SPB-1,60-280C at 10C/min,1.0,p-Cresol,Phenol,12,Helium,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,20.51,Rtx-624,40-250C at 10C/min,1.0,p-Cresol,Phenol,18,Nitrogen,v3_2000,synthetic_v3_2000
Cc1ccc(O)cc1,17.56,DB-17,60-280C at 10C/min,1.0,p-Cresol,Phenol,15,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,8.15,Rtx-624,40-250C at 10C/min,1.0,Acetone,Ketone,18,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)=O,7.57,DB-35,60-280C at 10C/min,1.0,Acetone,Ketone,14,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,7.98,DB-17,60-280C at 10C/min,1.0,Acetone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,6.17,Rtx-5,60-280C at 10C/min,1.0,Acetone,Ketone,6,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,11.03,DB-WAX,40-240C at 8C/min,1.0,Acetone,Ketone,11,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,6.31,Rtx-1,60-280C at 10C/min,1.0,Acetone,Ketone,13,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,6.53,DB-5,60-280C at 10C/min,1.0,Acetone,Ketone,1,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,6.78,Rtx-5,60-280C at 10C/min,1.0,Acetone,Ketone,6,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,3.95,DB-1,50-300C at 15C/min,1.2,Acetone,Ketone,9,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,6.74,DB-1,60-280C at 10C/min,1.0,Acetone,Ketone,8,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,10.85,DB-WAX,40-240C at 8C/min,1.0,Acetone,Ketone,11,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,3.3,DB-VRX,40-260C at 15C/min,1.5,Acetone,Ketone,19,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,3.88,DB-1,50-300C at 15C/min,1.2,Acetone,Ketone,9,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,8.63,DB-624,40-250C at 10C/min,1.0,Acetone,Ketone,17,Nitrogen,v3_2000,synthetic_v3_2000
CC(C)=O,6.55,SPB-1,60-280C at 10C/min,1.0,Acetone,Ketone,12,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,7.31,DB-35,60-280C at 10C/min,1.0,Acetone,Ketone,14,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,8.18,DB-17,60-280C at 10C/min,1.0,Acetone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,7.71,Rtx-35,60-280C at 10C/min,1.0,Acetone,Ketone,16,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,7.18,BPX5,60-280C at 10C/min,1.0,Acetone,Ketone,20,Helium,v3_2000,synthetic_v3_2000
CC(C)=O,7.09,DB-5,60-280C at 10C/min,1.0,Acetone,Ketone,1,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.99,DB-17,60-280C at 10C/min,1.0,2-Butanone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,8.92,ZB-5,60-280C at 10C/min,1.0,2-Butanone,Ketone,7,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,15.34,DB-WAX,40-240C at 8C/min,1.0,2-Butanone,Ketone,11,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.68,BPX5,60-280C at 10C/min,1.0,2-Butanone,Ketone,20,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,11.57,Rtx-35,60-280C at 10C/min,1.0,2-Butanone,Ketone,16,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.12,HP-5MS,60-280C at 10C/min,1.0,2-Butanone,Ketone,4,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,8.73,Rtx-5,60-280C at 10C/min,1.0,2-Butanone,Ketone,6,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,11.88,DB-5,50-280C at 8C/min,1.0,2-Butanone,Ketone,3,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,4.56,DB-1,50-300C at 15C/min,1.2,2-Butanone,Ketone,9,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,12.24,DB-WAX,60-250C at 10C/min,1.0,2-Butanone,Ketone,10,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.82,DB-35,60-280C at 10C/min,1.0,2-Butanone,Ketone,14,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,15.04,DB-WAX,40-240C at 8C/min,1.0,2-Butanone,Ketone,11,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,11.59,Rtx-624,40-250C at 10C/min,1.0,2-Butanone,Ketone,18,Nitrogen,v3_2000,synthetic_v3_2000
CCC(C)=O,8.65,SPB-1,60-280C at 10C/min,1.0,2-Butanone,Ketone,12,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.11,SPB-1,60-280C at 10C/min,1.0,2-Butanone,Ketone,12,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,9.08,Rtx-1,60-280C at 10C/min,1.0,2-Butanone,Ketone,13,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,7.89,Rtx-1,60-280C at 10C/min,1.0,2-Butanone,Ketone,13,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,4.08,DB-VRX,40-260C at 15C/min,1.5,2-Butanone,Ketone,19,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,3.94,DB-VRX,40-260C at 15C/min,1.5,2-Butanone,Ketone,19,Helium,v3_2000,synthetic_v3_2000
CCC(C)=O,11.08,DB-35,60-280C at 10C/min,1.0,2-Butanone,Ketone,14,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,6.89,DB-5,60-300C at 15C/min,1.2,2-Pentanone,Ketone,2,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,10.57,HP-5MS,60-280C at 10C/min,1.0,2-Pentanone,Ketone,4,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,5.92,DB-5,60-300C at 15C/min,1.2,2-Pentanone,Ketone,2,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,14.12,DB-17,60-280C at 10C/min,1.0,2-Pentanone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,5.53,DB-5,60-300C at 15C/min,1.2,2-Pentanone,Ketone,2,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.66,HP-5MS,60-280C at 10C/min,1.0,2-Pentanone,Ketone,4,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.39,Rtx-5,60-280C at 10C/min,1.0,2-Pentanone,Ketone,6,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.03,ZB-5,60-280C at 10C/min,1.0,2-Pentanone,Ketone,7,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,14.73,DB-WAX,60-250C at 10C/min,1.0,2-Pentanone,Ketone,10,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,5.12,DB-VRX,40-260C at 15C/min,1.5,2-Pentanone,Ketone,19,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,5.75,DB-VRX,40-260C at 15C/min,1.5,2-Pentanone,Ketone,19,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.86,SPB-1,60-280C at 10C/min,1.0,2-Pentanone,Ketone,12,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,13.82,DB-5,50-280C at 8C/min,1.0,2-Pentanone,Ketone,3,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.02,Rtx-1,60-280C at 10C/min,1.0,2-Pentanone,Ketone,13,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,12.83,Rtx-624,40-250C at 10C/min,1.0,2-Pentanone,Ketone,18,Nitrogen,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.46,DB-1,60-280C at 10C/min,1.0,2-Pentanone,Ketone,8,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,13.85,DB-17,60-280C at 10C/min,1.0,2-Pentanone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,11.28,DB-5,60-280C at 10C/min,1.0,2-Pentanone,Ketone,1,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,14.32,DB-5,50-280C at 8C/min,1.0,2-Pentanone,Ketone,3,Helium,v3_2000,synthetic_v3_2000
CCCC(C)=O,10.82,DB-1,60-280C at 10C/min,1.0,2-Pentanone,Ketone,8,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,10.47,SPB-1,60-280C at 10C/min,1.0,3-Pentanone,Ketone,12,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,10.7,HP-5MS,60-280C at 10C/min,1.0,3-Pentanone,Ketone,4,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,11.64,Rtx-1,60-280C at 10C/min,1.0,3-Pentanone,Ketone,13,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,12.11,DB-17,60-280C at 10C/min,1.0,3-Pentanone,Ketone,15,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,19.07,DB-WAX,40-240C at 8C/min,1.0,3-Pentanone,Ketone,11,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,13.28,DB-WAX,60-250C at 10C/min,1.0,3-Pentanone,Ketone,10,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,14.82,DB-5,50-280C at 8C/min,1.0,3-Pentanone,Ketone,3,Helium,v3_2000,synthetic_v3_2000
CCC(=O)CC,13.2,DB-35,60-280C at 10C/min,1.0,3-Pentanone,Ketone,14,Helium,v3_2000,synthetic_v3_2000
